id;birthdate;buts_e;buts_m;club;matchs_j;meilleur pied;nom;pass_d;poids;poste;prenom;salaire;taille
464;2001-05-23;0.0;0.0;41;8.0;Right;HOLM;0.0;87.0;Attaquant;Noah;0.0125;186.0
465;1999-05-26;0.0;0.0;41;1.0;Left;GUITANE;0.0;64.0;Milieu;Rafik;0.009167;170.0
466;1998-06-05;0.0;0.0;41;22.0;Left;DE SMET;1.0;65.0;Défenseur;Thibault;0.0125;183.0
467;1994-09-25;0.0;0.0;41;24.0;Right;FOKET;1.0;72.0;Défenseur;Thomas;0.06;177.0
468;1993-02-07;0.0;0.0;41;0.0;Right;BERISHA;0.0;81.0;Milieu;Valon;0.062;176.0
469;1999-11-16;31.0;0.0;41;31.0;Right;DIOUF;0.0;74.0;Gardien;Yehvann;0.05;184.0
470;1987-09-28;0.0;1.0;41;37.0;Left;ABDELHAMID;1.0;83.0;Défenseur;Yunis;0.1;190.0
471;2001-11-20;0.0;0.0;14;28.0;Left;TRUFFERT;5.0;70.0;Défenseur;Adrien;0.0125;176.0
472;1993-09-05;0.0;0.0;14;0.0;Right;GOMIS;0.0;80.0;Gardien;Alfred;0.045833;196.0
473;2000-02-16;0.0;15.0;14;36.0;Right;GOUIRI;3.0;83.0;Attaquant;Amine;0.1;181.0
474;2002-01-20;0.0;7.0;14;30.0;Right;KALIMUENDO;4.0;79.0;Attaquant;Arnaud;0.125;175.0
475;2000-05-25;0.0;4.0;14;35.0;Left;THEATE;0.0;78.0;Défenseur;Arthur;0.2425;185.0
476;1995-03-09;0.0;2.0;14;25.0;Right;SANTAMARIA;0.0;81.0;Milieu;Baptiste;0.130833;183.0
477;1994-01-14;0.0;7.0;14;37.0;Right;BOURIGEAUD;8.0;70.0;Milieu;Benjamin;0.19;178.0
478;1994-12-17;0.0;0.0;14;27.0;Left;MELING;1.0;67.0;Défenseur;Birger;0.13;173.0
479;2004-03-26;0.0;0.0;14;26.0;Right;UGOCHUKWU;1.0;88.0;Milieu;Lesley;0.003333;191.0
480;2001-09-18;0.0;0.0;14;14.0;Right;WOOH;0.0;91.0;Défenseur;Christopher;0.02;191.0
481;2000-08-09;0.0;0.0;14;8.0;Right;SPENCE;0.0;71.0;Défenseur;Djed;0.120833;185.0
482;2002-10-29;8.0;0.0;14;6.0;Right;ALEMDAR;0.0;73.0;Gardien;Dogan;0.010833;189.0
483;2005-06-03;0.0;3.0;14;26.0;Right;DOUE;1.0;71.0;Milieu;Désiré;0.03;181.0
484;2002-10-17;0.0;0.0;14;0.0;Right;DAMERGY;0.0;74.0;Gardien;Elias;0.004167;186.0
485;1993-02-02;0.0;2.0;14;30.0;Right;TAIT;2.0;73.0;Milieu;Flavien;0.12;176.0
486;1992-01-27;0.0;1.0;14;31.0;Right;TRAORE;4.0;70.0;Défenseur;Hamari;0.18;175.0
487;1987-04-01;0.0;0.0;14;13.0;Right;SALAH;0.0;70.0;Attaquant;Ibrahim;0.09;176.0
488;2005-02-17;0.0;0.0;14;8.0;Right;BELOCIAN;0.0;73.0;Défenseur;Jeanuël;0.0025;182.0
489;1997-10-22;0.0;1.0;14;16.0;Right;RODON;0.0;88.0;Défenseur;Joe;0.048333;193.0
490;2002-05-27;0.0;6.0;14;29.0;Right;DOKU;1.0;77.0;Attaquant;Jérémy;0.13;173.0
491;1992-09-14;0.0;7.0;14;36.0;Right;TOKO EKAMBI;4.0;70.0;Attaquant;Karl;0.1275;182.0
492;2000-06-22;0.0;0.0;14;12.0;Right;ASSIGNON;1.0;76.0;Défenseur;Lorenz;0.020833;181.0
493;1998-01-17;0.0;2.0;14;32.0;Left;MAJER;4.0;76.0;Milieu;Lovro;0.13;178.0
494;1997-03-04;0.0;9.0;14;16.0;Right;TERRIER;4.0;78.0;Attaquant;Martin;0.25;184.0
495;1994-11-10;0.0;0.0;14;8.0;Right;XEKA;0.0;80.0;Milieu;XEK;0.125;186.0
496;1984-07-29;0.0;0.0;14;0.0;Left;SALIN;0.0;76.0;Gardien;Romain;0.0575;189.0
497;1985-03-28;31.0;0.0;14;34.0;Right;MANDANDA;1.0;88.0;Gardien;Steve;0.545833;187.0
498;2001-01-31;0.0;0.0;14;0.0;Left;PETIT;0.0;72.0;Milieu;Victor;0.19;180.0
499;2000-04-23;0.0;0.0;14;16.0;Right;OMARI;0.0;74.0;Milieu;Warmed;0.0025;188.0
500;1994-08-09;0.0;1.0;15;31.0;Right;DJIKU;1.0;81.0;Défenseur;Alexander;0.07;182.0
501;2001-02-25;0.0;0.0;15;0.0;Right;PIERRE;0.0;83.0;Gardien;Alexandre;0.0025;190.0
502;1998-09-09;0.0;0.0;15;21.0;Right;DAGBA;0.0;62.0;Défenseur;Colin;0.055;170.0
503;1988-02-13;0.0;0.0;15;28.0;Left;LIENARD;0.0;77.0;Milieu;Dimitri;0.050833;181.0
504;1995-04-20;0.0;0.0;15;15.0;Left;SOBOL;1.0;73.0;Défenseur;Eduard;0.06;186.0
505;1983-03-20;0.0;0.0;15;0.0;Right;KAWASHIMA;0.0;82.0;Gardien;Eiji;0.030833;185.0
506;1994-12-24;0.0;0.0;15;18.0;Right;GUILBERT;1.0;78.0;Défenseur;Frédéric;0.106667;178.0
507;1997-01-22;0.0;1.0;15;20.0;Right;NYAMSI;1.0;94.0;Défenseur;Gerzino;0.0375;195.0
508;1997-10-27;0.0;0.0;15;26.0;Right;SISSOKO;2.0;90.0;Milieu;Ibrahima;0.0275;193.0
509;2003-07-24;0.0;1.0;15;28.0;Right;DOUKOURE;1.0;80.0;Défenseur;Ismaël;0.033333;183.0
510;1998-06-27;0.0;2.0;15;30.0;Right;BELLEGARDE;4.0;70.0;Milieu;Jeanricner;0.028333;170.0
511;1998-06-27;0.0;0.0;15;0.0;Right;DRAME;0.0;70.0;Défenseur;Kanfory;0.059;170.0
512;1998-06-13;0.0;0.0;15;2.0;Right;FILA;0.0;76.0;Défenseur;Karol;0.016667;183.0
513;1987-05-09;0.0;10.0;15;34.0;Right;GAMEIRO;0.0;69.0;Attaquant;Kévin;0.12;172.0
514;1996-01-28;0.0;3.0;15;19.0;Right;MOTHIBA;0.0;78.0;Attaquant;Lebo;0.07;182.0
515;1998-11-19;0.0;0.0;15;26.0;Right;PERRIN;0.0;81.0;Défenseur;Lucas;0.008333;188.0
516;1992-02-26;59.0;0.0;15;38.0;Right;SELS;0.0;75.0;Gardien;Matz;0.09;188.0
517;1989-10-11;0.0;0.0;15;26.0;Left;LE MARCHAND;0.0;77.0;Défenseur;Maxime;0.033333;185.0
518;1994-08-18;0.0;1.0;15;18.0;Right;SANSON;2.0;73.0;Milieu;Morgan;0.216667;180.0
519;1995-06-15;0.0;20.0;15;37.0;Right;DIALLO;1.0;79.0;Attaquant;Habib;0.050833;186.0
520;2004-01-03;0.0;3.0;15;29.0;Right;DIARRA;2.0;74.0;Milieu;Habib;0.107;179.0
521;2001-10-31;0.0;0.0;15;7.0;Left;KANDIL;1.0;55.0;Milieu;Nordine;0.003333;165.0
522;2004-12-02;0.0;0.0;15;0.0;Right;RISSER;0.0;82.0;Gardien;Robin;0.025;193.0
523;1993-11-20;0.0;1.0;15;29.0;Right;PRCIC;1.0;75.0;Milieu;Sanjin;0.07;181.0
524;1992-03-24;0.0;0.0;15;17.0;Left;DELAINE;2.0;71.0;Défenseur;Thomas;0.043333;180.0
525;2001-10-25;0.0;1.0;15;3.0;Right;SUZUKI;0.0;66.0;Milieu;Yuito;0.0075;175.0
526;1995-11-08;0.0;2.0;16;34.0;Right;ONAIWU;1.0;75.0;Attaquant;Ado;0.05;180.0
527;2001-05-29;0.0;2.0;16;37.0;Right;ROUAULT;1.0;77.0;Défenseur;Anthony;0.0075;186.0
528;1995-07-21;0.0;5.0;16;35.0;Right;VAN DEN BOOMEN;8.0;75.0;Milieu;Branco;0.07;188.0
529;1991-05-29;0.0;4.0;16;30.0;Right;DEJAEGERE;1.0;71.0;Milieu;Brecht;0.06;173.0
530;2001-08-14;0.0;0.0;16;5.0;Left;ZANDEN;0.0;74.0;Défenseur;Oliver;0.02;179.0
531;1998-06-12;0.0;0.0;16;0.0;Right;HAUG;0.0;85.0;Gardien;Kjetil;0.025;187.0
532;1998-06-12;0.0;0.0;16;2.0;Right;MAWISSA ELEBI;0.0;83.0;Défenseur;Christian;0.025;190.0
533;1999-05-21;0.0;0.0;16;20.0;Right;GENREAU;1.0;75.0;Milieu;Denis;0.015;175.0
534;2002-11-28;0.0;5.0;16;36.0;Right;CHAÏBI;6.0;79.0;Milieu;Fares;0.01;183.0
535;1997-08-09;0.0;0.0;16;18.0;Left;SUAZO;1.0;72.0;Défenseur;Gabriel;0.05;178.0
536;2005-03-11;0.0;0.0;16;0.0;Left;RESTES;0.0;82.0;Gardien;Guillaume;0.053;186.0
537;2004-01-26;0.0;0.0;16;11.0;Right;KEBEN;0.0;85.0;Défenseur;Kévin;0.005;190.0
538;1998-07-03;0.0;0.0;16;0.0;Right;SERBER;0.0;70.0;Milieu;Kléri;0.011;172.0
539;2001-04-01;0.0;0.0;16;6.0;Right;COSTA;0.0;87.0;Défenseur;Logan;0.024167;188.0
540;1993-03-04;57.0;0.0;16;38.0;Right;DUPE;0.0;88.0;Gardien;Maxime;0.021667;188.0
541;1995-02-19;0.0;1.0;16;27.0;Right;DESLER;2.0;73.0;Défenseur;Mikkel;0.05;184.0
542;2000-11-10;0.0;0.0;16;23.0;Left;DIARRA;2.0;73.0;Défenseur;Moussa;0.005833;185.0
543;2002-05-07;0.0;0.0;16;2.0;Left;SKYTTA;0.0;69.0;Milieu;Naatan;0.01;170.0
544;1995-11-30;0.0;5.0;16;30.0;Right;RATAO;4.0;82.0;Attaquant;Rafael;0.041667;183.0
545;1997-03-16;0.0;0.0;16;34.0;Left;NICOLAISEN;2.0;81.0;Défenseur;Rasmus;0.045833;191.0
546;2000-11-12;0.0;0.0;16;6.0;Right;HAMULIC;0.0;76.0;Attaquant;Said;0.04;188.0
547;1996-03-12;0.0;2.0;16;36.0;Right;SPIERINGS;0.0;81.0;Milieu;Stijn;0.013333;188.0
548;2000-08-20;0.0;0.0;16;1.0;Right;TSINGARAS;0.0;70.0;Milieu;Theocharis;0.02;175.0
549;2000-08-03;0.0;12.0;16;36.0;Right;DALLINGA;1.0;72.0;Attaquant;Thijs;0.01;180.0
550;2001-01-17;0.0;0.0;16;0.0;Right;HIMEUR;0.0;72.0;Gardien;Thomas;0.001667;187.0
551;2001-02-09;0.0;0.0;16;0.0;Left;RAPNOUIL;0.0;68.0;Défenseur;Tom;0.01;188.0
552;1998-03-05;0.0;0.0;16;25.0;Right;BIRMANCEVIC;0.0;69.0;Attaquant;Veljko;0.045;179.0
553;1995-10-08;0.0;0.0;16;15.0;Right;SIERRO;0.0;79.0;Milieu;Vincent;0.03;187.0
554;2000-11-11;0.0;0.0;16;11.0;Right;KAMANZI;0.0;70.0;Défenseur;Warren;0.02;177.0
555;2000-02-18;0.0;10.0;16;37.0;Left;ABOUKHLAL;3.0;73.0;Attaquant;Zakaria;0.025;179.0
556;1998-03-24;0.0;1.0;33;19.0;Left;CONTE;2.0;78.0;Défenseur;Abdu;0.058333;183.0
557;1985-12-27;0.0;0.0;33;20.0;Right;RAMI;0.0;90.0;Défenseur;Adil;0.065;190.0
558;2003-11-03;0.0;0.0;33;3.0;Right;TIBIDI;0.0;80.0;Attaquant;Alexis;0.024167;187.0
559;1999-01-16;0.0;0.0;33;27.0;Right;BRUUS;2.0;67.0;Défenseur;Andreas;0.0225;183.0
560;2000-04-06;0.0;1.0;33;2.0;Right;PALAVERSA;0.0;77.0;Milieu;Ante;0.065;187.0
561;2003-05-07;0.0;0.0;33;8.0;Right;ZOUKROU;0.0;78.0;Défenseur;Tanguy;0.005;189.0
562;2004-06-01;0.0;0.0;33;0.0;Right;N'JO;0.0;80.0;Défenseur;Eric;0.005;187.0
563;1997-04-24;0.0;0.0;33;38.0;Right;PALMER-BROWN;0.0;88.0;Défenseur;Erik;0.055;187.0
564;1992-04-22;0.0;3.0;33;15.0;Right;TARDIEU;0.0;70.0;Milieu;Florian;0.08;184.0
565;1993-04-23;65.0;0.0;33;30.0;Right;GALLON;0.0;79.0;Gardien;Gauthier;0.03;186.0
566;1998-09-21;0.0;2.0;33;25.0;Right;UGBO;1.0;73.0;Attaquant;Iké;0.08;185.0
567;2000-08-04;0.0;2.0;33;22.0;Right;POROZO;0.0;84.0;Défenseur;Jackson;0.055;192.0
568;1998-01-17;0.0;0.0;33;20.0;Right;REINE-ADELAIDE;1.0;75.0;Attaquant;Jeff;0.1;184.0
569;1986-01-13;0.0;0.0;33;0.0;Right;MOULIN;0.0;80.0;Gardien;Jessy;0.016667;184.0
570;1986-01-13;0.0;0.0;33;0.0;Right;ASSOUMOU;0.0;88.0;Attaquant;Jaurès;0.055;185.0
571;1998-09-05;0.0;0.0;33;0.0;Right;LUMEKA;0.0;71.0;Attaquant;Levi;0.005;170.0
572;2002-02-09;0.0;0.0;33;15.0;Right;AGOUME;1.0;72.0;Milieu;Lucien;0.055;188.0
573;1999-07-02;0.0;0.0;33;0.0;Left;ILIC;0.0;73.0;Milieu;Luka;0.047;182.0
574;1995-11-06;0.0;12.0;33;34.0;Right;BALDÉ;3.0;69.0;Attaquant;Mama;0.063;176.0
575;1995-12-28;0.0;7.0;33;32.0;Left;LOPES;4.0;68.0;Attaquant;Rony;0.183333;174.0
576;1996-09-20;0.0;0.0;33;2.0;Right;MORENO;0.0;66.0;Milieu;Marlos;0.18;171.0
577;1997-02-27;16.0;0.0;33;9.0;Right;LIS;0.0;83.0;Gardien;Mateusz;0.025;192.0
578;2003-04-23;0.0;0.0;33;0.0;Right;METINHO;0.0;69.0;Milieu;METINH;0.002;178.0
579;1996-12-17;0.0;1.0;33;32.0;Left;KOUAMÉ;2.0;68.0;Milieu;Rominigue;0.055;177.0
580;2000-01-05;0.0;0.0;33;14.0;Left;YADE;2.0;76.0;Milieu;Papa Ndiaga;0.0225;185.0
581;1993-03-14;0.0;4.0;33;26.0;Right;RIPART;0.0;73.0;Attaquant;Renaud;0.07;181.0
582;2002-06-10;0.0;0.0;33;31.0;Right;BALDE;1.0;68.0;Défenseur;Thierno;0.0125;182.0
583;2002-06-10;0.0;0.0;33;0.0;Right;AKPAKOUN;0.0;68.0;Défenseur;Tom;0.003;182.0
584;2004-11-28;0.0;4.0;33;32.0;Right;ODOBERT;2.0;75.0;Milieu;Wilson;0.003333;182.0
585;1991-03-07;0.0;4.0;33;34.0;Left;CHAVALERIN;2.0;66.0;Milieu;Xavier;0.065;178.0
586;2001-01-01;0.0;1.0;33;30.0;Left;LAROUCI;1.0;68.0;Défenseur;Yasser;0.001667;176.0
587;1992-11-21;0.0;1.0;33;32.0;Right;SALMIER;0.0;85.0;Défenseur;Yoann;0.055;188.0
588;1992-02-05;0.0;13.0;13;20.0;Right;NEYMAR;11;68.0;Attaquant;Neymar;2.39;175.0
